"myAUC","avg_diff","power","avg_log2FC","pct.1","pct.2","cluster","gene"
0.721,0.897522352213537,0.442,1.31170719436591,0.838,0.461,"1","CDK2"
0.721,0.721043204166741,0.442,1.04084707181556,0.985,0.875,"1","MRPL51"
0.721,0.484154900520949,0.442,0.6985550825855,1,0.993,"1","RPS25"
0.721,0.430307823035177,0.442,0.622430697498782,1,0.991,"1","NUCKS1"
0.721,0.619766571004374,0.442,1.48853734696519,0.794,0.384,"1","RP11-312J18.5"
0.721,0.736199038055194,0.442,1.06802172054226,0.926,0.55,"1","EXTL2"
0.72,0.739595048694706,0.44,1.07406066420244,0.956,0.725,"1","RP11-111F16.2"
0.72,0.487409094758734,0.44,0.7032558130413,1,0.982,"1","RPL35"
0.72,0.233182652833874,0.44,0.347777657361185,0.838,0.416,"1","GTSE1"
0.72,0.519726286495633,0.44,0.749913465084749,1,0.982,"1","ATP5G2"
0.72,0.465442410186637,0.44,0.671754964371495,1,0.966,"1","NASP"
0.719,0.186786846968301,0.438,0.270391377808364,0.985,0.668,"1","SMC2"
0.719,0.470427086671975,0.438,0.681534635597074,1,0.966,"1","RP11-475C16.1"
0.719,0.525218973734954,0.438,0.758363940284219,0.985,0.909,"1","NDUFA6"
0.719,0.457791652022603,0.438,0.680437422654683,0.853,0.416,"1","RFWD3"
0.719,0.333889900005345,0.438,0.485087957087639,0.779,0.355,"1","ARHGAP11B"
0.719,0.654968970854202,0.438,0.945438075908092,1,0.945,"1","UBE2N"
0.719,0.311967685719947,0.438,0.470385663077753,1,0.9,"1","RP11-254B13.1"
0.719,0.457936089260521,0.438,0.719509904266047,0.868,0.489,"1","PDE3B"
0.719,2.06479717896928,0.438,3.10848664137907,0.838,0.461,"1","MAP1LC3C"
0.718,0.455943719342254,0.436,0.659868193077914,0.941,0.595,"1","MCM4"
0.718,0.77404213735504,0.436,1.12828168254719,0.941,0.616,"1","TNPO3"
0.718,0.251834317662193,0.436,0.368993000240106,0.971,0.714,"1","CDKAL1"
0.718,0.537099773266722,0.436,0.777774106316758,0.912,0.577,"1","AHCY"
0.718,0.316221894327508,0.436,0.456522167608728,0.868,0.534,"1","MEIS1"
0.718,0.171931529845025,0.436,0.30571643494469,1,0.868,"1","ZNF526"
0.718,1.1470642785964,0.436,1.77003086376015,0.588,0.159,"1","SNORD3B-2.1"
0.718,0.325223753314093,0.436,0.484771528239269,0.779,0.386,"1","DIAPH3"
0.718,0.126675017621995,0.436,0.182835995658472,1,0.645,"1","MDK"
0.717,0.422497550061536,0.434,0.619731643459576,0.853,0.434,"1","TOX"
0.717,0.491157677570579,0.434,0.70872569351719,1,0.968,"1","RPS12"
0.717,0.33020606362462,0.434,0.478552734774047,1,0.805,"1","DCBLD2"
0.717,0.996508881661172,0.434,1.47816871561603,0.662,0.245,"1","MYBL2"
0.717,0.590103194937489,0.434,0.877620575866975,0.706,0.305,"1","ADCY3"
0.717,0.412506410229087,0.434,0.608152518300088,0.985,0.909,"1","RPL13P12"
0.717,0.162367954784987,0.434,0.967743121281616,0.926,0.48,"1","LINC00355"
0.717,0.595072653052285,0.434,0.903928230324606,0.794,0.391,"1","RP11-983P16.4"
0.717,0.424868814208692,0.434,0.614609935691085,0.882,0.511,"1","CHEK1"
0.717,0.443220695928124,0.434,0.936848510667101,0.985,0.845,"1","HSP90AA2P"
0.717,0.098575341352805,0.434,0.143466419651394,0.794,0.357,"1","STK33"
0.717,0.78939827998136,0.434,1.14815514954526,0.75,0.334,"1","CENPL"
0.717,0.571422874896805,0.434,0.82585829998624,1,0.78,"1","SF3A3"
0.716,0.109259146459897,0.432,0.330695131276985,0.985,0.757,"1","MIRLET7BHG"
0.716,0.410596664735924,0.432,0.606598324803694,0.971,0.689,"1","CH507-145C22.1"
0.716,0.228332648274987,0.432,0.335351977559402,0.985,0.661,"1","ATAD5"
0.716,0.404863698157191,0.432,0.584130394609648,1,0.998,"1","HMGB1"
0.716,0.475218377641555,0.432,1.18276118211522,0.691,0.259,"1","DDX12P"
0.716,0.602030242418151,0.432,0.877433357268488,0.882,0.445,"1","CCND1"
0.716,1.16875965761019,0.432,1.70179391633684,0.662,0.227,"1","U1.6"
0.715,0.667790067981419,0.43,0.973647193548105,0.794,0.373,"1","AMPH"
0.715,0.152213126121119,0.43,0.221229563444412,0.794,0.382,"1","PLK4"
0.715,0.258463622788676,0.43,0.376861845095812,0.912,0.507,"1","CXXC4"
0.715,0.322704752309872,0.43,0.539253687224227,1,0.88,"1","AC055733.1"
0.715,0.28334035647864,0.43,2.15571578839131,0.574,0.164,"1","RP5-828K20.1"
0.715,0.300437121188506,0.43,0.453700802426437,0.779,0.377,"1","MCM8"
0.714,0.498681643858773,0.428,0.720840528899407,1,0.945,"1","EIF1AX"
0.714,0.433977178319684,0.428,0.627324095564651,1,0.961,"1","PSIP1"
0.714,1.19967298389013,0.428,1.96598874798369,0.809,0.525,"1","LUC7L2"
0.714,0.321878903676465,0.428,1.08296387623577,0.765,0.364,"1","RP11-306G20.1"
0.714,0.454485442183571,0.428,1.32119735824,0.794,0.42,"1","EIF4BP6"
0.714,0.296142960070259,0.428,0.42947227508484,0.941,0.632,"1","UGDH"
0.714,0.442471626084812,0.428,0.638417712325502,1,0.991,"1","RPL35A"
0.714,0.110381230676275,0.428,1.02332524121589,0.926,0.702,"1","KCNJ15"
0.714,0.110074103033615,0.428,0.160892027327177,0.941,0.657,"1","CARD8"
0.714,0.76804787405165,0.428,1.11176224196852,0.971,0.716,"1","ACAA2"
0.714,0.863364577461233,0.428,1.36395063554667,0.691,0.286,"1","SOX1"
0.714,0.353487278081832,0.428,0.514641052084583,0.868,0.459,"1","CHCHD1"
0.713,0.274972188584631,0.426,0.397361832507904,0.941,0.623,"1","ECT2"
0.713,0.311523684931088,0.426,0.502353700328591,0.75,0.33,"1","RP11-84C10.4"
0.713,0.78448889225814,0.426,1.15812973653614,0.809,0.427,"1","PARP4"
0.713,0.421253415814643,0.426,0.609333860622881,0.794,0.407,"1","DERA"
0.713,0.987672332554321,0.426,1.44042331069027,0.765,0.398,"1","PPP2R1B"
0.713,0.238603547109979,0.426,0.35329412938093,0.956,0.625,"1","RP11-124N14.3"
0.712,0.340710239667601,0.424,0.494083009188266,0.956,0.73,"1","PIN4"
0.712,0.755666109366073,0.424,1.09037804185563,0.985,0.843,"1","CKS2"
0.712,0.98032282171927,0.424,1.45884246288944,0.691,0.268,"1","FKBP5"
0.712,0.460111467853707,0.424,0.66397671597079,1,0.984,"1","RPL37"
0.712,0.604254166127109,0.424,0.872635597640063,1,0.82,"1","TRIM59"
0.712,0.570673295702013,0.424,0.842008912344692,0.809,0.377,"1","GINS1"
0.712,0.436290448948407,0.424,0.629545781472274,1,0.952,"1","SNRPD2"
0.712,1.18170772693372,0.424,1.76113687000966,0.735,0.336,"1","CHAF1A"
0.712,0.265030207085953,0.424,0.399461883252025,0.809,0.411,"1","KIF18B"
0.712,0.396365684579814,0.424,0.572443051525163,0.897,0.525,"1","CDKN3"
0.712,0.494776460704204,0.424,0.719007446894971,0.971,0.745,"1","TMX1"
0.712,0.509275377894271,0.424,0.736947873886177,0.941,0.67,"1","PARP2"
0.712,0.725602416907233,0.424,1.04785752386403,0.985,0.807,"1","GLUL"
0.712,0.457853256941722,0.424,0.705110765220224,0.603,0.198,"1","E2F2"
0.711,0.201877945090131,0.422,0.295373966067729,0.926,0.545,"1","MAP7D3"
0.711,0.326453433506649,0.422,0.473946263469873,0.882,0.491,"1","MTAP"
0.711,0.549509644728024,0.422,0.811257578759138,0.868,0.477,"1","MOB3B"
0.711,0.552646722406777,0.422,0.797390535359824,1,0.995,"1","PPIA"
0.711,0.362286036483209,0.422,0.523476246696383,1,0.998,"1","CTNNB1"
0.711,0.428982115712883,0.422,0.621395399034519,0.853,0.507,"1","CCDC138"
0.711,0.557354123102302,0.422,0.80633335607302,1,0.959,"1","CDH2"
0.711,0.3760382690912,0.422,0.604533773753008,0.941,0.623,"1","LRRC37A"
0.711,1.3349449674846,0.422,1.9501187423295,0.603,0.195,"1","RP11-303E16.2"
0.711,0.380357788635479,0.422,0.548763351681517,1,0.977,"1","RPS29"
0.711,0.227669658682548,0.422,0.329950703467596,0.956,0.636,"1","RFX4"
0.711,0.446946749275257,0.422,0.644824339019488,1,1,"1","GAPDH"
0.711,0.282492558267708,0.422,0.408816548823088,0.838,0.48,"1","CRYZ"
0.71,0.469282960201481,0.42,0.677083285807385,1,0.977,"1","RPL36A"
0.71,0.404659427193399,0.42,0.584373753878262,1,0.768,"1","TSPAN6"
0.71,0.33221066940371,0.42,0.48526429137656,0.75,0.343,"1","CDCA2"
0.71,0.311461238261395,0.42,0.450019920294586,1,0.916,"1","HNRNPD"
0.71,0.525705654506888,0.42,0.75907907975845,1,0.911,"1","RHOA"
0.71,0.604162241492525,0.42,0.872471141630204,0.985,0.836,"1","NME1"
0.71,0.407651087233847,0.42,0.588656524718148,0.926,0.657,"1","PRC1"
0.709,0.441193926588924,0.418,1.34941533043562,0.765,0.423,"1","EIF4BP7"
0.709,0.535117052119196,0.418,0.782199101278183,0.941,0.645,"1","POLA1"
0.709,0.39254967742333,0.418,0.573049281113456,0.868,0.473,"1","MIS18A"
0.709,0.264283975401189,0.418,0.915308337791712,0.926,0.711,"1","RP11-15A1.4"
0.709,0.397451364235632,0.418,0.579399151168449,0.956,0.652,"1","CPSF2"
0.709,0.204451929608511,0.418,1.71150090240155,0.676,0.35,"1","RP11-473N11.2"
0.709,0.425724666674048,0.418,0.615678324733626,0.971,0.689,"1","MAGOHB"
0.709,0.33885524609359,0.418,0.490154401588892,0.838,0.455,"1","NUF2"
0.708,0.134066272379987,0.416,0.194168444330206,0.809,0.402,"1","PLP1"
0.708,0.175357048824342,0.416,1.33672908583554,0.706,0.314,"1","EIF4BP3"
0.708,0.331868081586349,0.416,0.481854745650435,0.809,0.43,"1","RFC2"
0.708,1.23978375204418,0.416,1.8565036753322,0.765,0.375,"1","ZNF765"
0.708,0.358058231049357,0.416,0.519816680779233,0.971,0.823,"1","MSI2"
0.708,0.68303388607516,0.416,0.999470706993246,0.897,0.559,"1","GJC1"
0.708,0.352005058595531,0.416,0.50862648254579,0.985,0.677,"1","CCDC144NL-AS1"
0.708,0.104255545274664,0.416,0.152366474448867,0.853,0.486,"1","POLR3K"
0.708,0.50758302343912,0.416,0.751017586514259,0.838,0.452,"1","KDM2B"
0.708,0.272703683912225,0.416,0.393585575652898,1,0.864,"1","CSRP2"
0.708,0.907339998045102,0.416,1.31591366025619,0.926,0.602,"1","FGFBP3"
0.707,0.212695500971831,0.414,0.308178836655793,0.941,0.564,"1","CCDC25"
0.707,0.603793021629602,0.414,1.32151141710681,0.735,0.432,"1","AC006995.8"
0.707,0.527853993197945,0.414,0.765057397931679,0.971,0.734,"1","PLAGL1"
0.707,0.422972366004131,0.414,0.611663698707327,0.941,0.593,"1","RANBP17"
0.707,0.522115643219597,0.414,0.768211059378615,0.838,0.455,"1","ZNF280B"
0.707,0.756594533682896,0.414,1.15786445016881,0.603,0.223,"1","GYPC"
0.707,0.250945562062885,0.414,0.392641646823882,0.853,0.53,"1","ZSCAN22"
0.707,0.671783469233748,0.414,1.48330874939189,0.691,0.359,"1","RP11-519G16.5"
0.707,0.319135921312459,0.414,0.475133624636641,0.897,0.543,"1","TYRO3"
0.707,0.509088116908522,0.414,0.735060959351888,0.941,0.616,"1","RMST"
0.707,0.634264038335184,0.414,0.932476129078367,0.809,0.459,"1","TRDMT1"
0.707,0.354197595888778,0.414,0.511086781089354,1,0.991,"1","H3F3A"
0.707,0.520184551977354,0.414,0.750976652983489,1,0.941,"1","FUBP1"
0.706,0.470392850232435,0.412,0.680916128830643,0.868,0.507,"1","HMGN5"
0.706,0.450334929546431,0.412,0.656917629164312,0.779,0.43,"1","TBC1D31"
0.706,0.669086566445932,0.412,1.01724375979387,0.971,0.82,"1","EEF1B2P6"
0.706,0.45335941757582,0.412,0.654607136355731,1,0.823,"1","MCM7"
0.706,0.804722447254215,0.412,1.1657436169346,0.824,0.489,"1","MITD1"
0.706,0.630238284636148,0.412,0.912845592216674,0.897,0.568,"1","TAF1B"
0.706,0.36686083397355,0.412,0.535701437773025,0.735,0.341,"1","TMEM107"
0.706,0.429352798281611,0.412,0.619718128591092,1,0.889,"1","BUB3"
0.705,0.410807066518213,0.41,0.592757288003376,1,0.975,"1","RPS10"
0.705,0.238082392182859,0.41,1.36901168127028,0.662,0.257,"1","BRD7P2"
0.705,0.427526775112827,0.41,0.723647665736409,0.676,0.225,"1","FANCD2P2"
0.705,0.378836613124326,0.41,0.552468769964792,0.809,0.477,"1","POLDIP3"
0.705,0.237671435365612,0.41,0.346963214588254,0.794,0.425,"1","FANCM"
0.705,0.247003513449097,0.41,0.357342849979542,0.941,0.552,"1","METTL17"
0.705,0.563512191934726,0.41,1.02662726073584,0.941,0.702,"1","CCDC73"
0.705,0.186973372445879,0.41,0.280468808307153,0.941,0.575,"1","SKIDA1"
0.705,0.503796421544525,0.41,0.794834834100583,1,0.752,"1","TPI1P1"
0.704,0.716475074440485,0.408,1.04331169203756,0.912,0.616,"1","GNG10"
0.704,0.379809972884186,0.408,0.623326159026341,0.809,0.459,"1","DOCK5"
0.704,0.5310995417314,0.408,0.76693895632593,1,0.932,"1","SHFM1"
0.704,0.234409799962054,0.408,0.339672059875621,0.941,0.659,"1","GART"
0.704,0.397232273304536,0.408,0.583069742536331,0.809,0.427,"1","ZNF100"
0.704,0.682224422331903,0.408,0.991610459420842,0.735,0.311,"1","HAUS8"
0.704,0.434582343195475,0.408,0.632109091731789,0.691,0.282,"1","TK1"
0.704,1.52598048380951,0.408,2.22824724819104,0.588,0.205,"1","SNORD3A.1"
0.704,0.604112425221727,0.408,0.896071629963458,0.912,0.686,"1","AC002550.5"
0.704,0.28986252451358,0.408,0.56760896352183,0.662,0.245,"1","RP11-726G1.1"
0.703,0.432932719989298,0.406,0.626123685901343,1,0.832,"1","PHF6"
0.703,0.589213072686275,0.406,0.875748157086458,0.618,0.239,"1","CENPI"
0.703,0.740090155384262,0.406,1.11491113815235,0.603,0.216,"1","ERCC6L"
0.703,0.427624142718856,0.406,0.619460116813557,1,0.818,"1","BAG4"
0.703,0.499196449453193,0.406,0.737333752767247,0.765,0.414,"1","XRCC2"
0.703,0.299178139615558,0.406,0.436214481089899,0.824,0.441,"1","PRIM2"
0.703,0.535292756546776,0.406,0.778526283545312,0.75,0.348,"1","NRM"
0.703,0.332627304738823,0.406,0.55189814695434,1,0.88,"1","AC016142.1"
0.703,0.439069975808864,0.406,0.637061275333203,0.809,0.423,"1","AC006011.4"
0.703,0.485262721977,0.406,0.728127109511602,0.529,0.109,"1","RP11-19G24.3"
0.703,0.142694563472459,0.406,0.206610495594308,0.824,0.455,"1","CENPV"
0.703,0.172532925872575,0.406,0.252803390015194,0.941,0.686,"1","NXN"
0.703,0.443875114029063,0.406,0.641718741976096,0.897,0.527,"1","UCP2"
0.703,0.247994454616253,0.406,0.359423266006246,0.912,0.525,"1","ADK"
0.703,0.147207088202773,0.406,0.212769436416776,1,0.752,"1","SNRNP40"
0.702,0.520961773858334,0.404,0.761094288913315,0.838,0.53,"1","ZNF280C"
0.702,0.233238334270551,0.404,0.338054701345397,1,0.789,"1","TMEM209"
0.702,0.563699040634613,0.404,0.814054454657237,1,0.918,"1","DDX39B"
0.702,0.648533845291754,0.404,0.936674063444148,1,0.918,"1","PAICS"
0.702,0.37161914333733,0.404,0.540370940153805,1,0.827,"1","NUP50"
0.702,0.17228693552851,0.404,0.812248869284625,0.912,0.589,"1","LINC01441"
0.702,0.294476916536813,0.404,0.427607352903416,0.809,0.407,"1","HJURP"
0.702,0.550460324177237,0.404,0.801832998209567,0.721,0.359,"1","ZNF730"
0.702,0.331849448406862,0.404,0.480188316275813,0.794,0.416,"1","FAM64A"
0.702,0.977529157102119,0.404,1.4149841486225,0.853,0.525,"1","RHNO1"
0.701,0.580924341785577,0.402,0.839743447657135,1,0.939,"1","G3BP1"
0.701,0.552802839708159,0.402,0.80155156817645,0.912,0.584,"1","PPAT"
0.701,0.30276047641377,0.402,0.438056750343458,0.897,0.566,"1","DANCR"
0.701,0.258639785832626,0.402,0.386549953271423,0.794,0.448,"1","RPRD1B"
0.701,0.798857674705913,0.402,1.16528722184361,0.838,0.495,"1","ZNF90"
0.701,0.504042223724993,0.402,0.72912808480095,0.985,0.795,"1","CTC-425F1.4"
0.701,0.277792007846801,0.402,0.922873286379549,0.853,0.5,"1","RP11-21L1.1"
0.701,0.238499400886679,0.402,0.403406353638048,1,0.886,"1","FKSG62.1"
0.701,0.518529089706474,0.402,0.750304103385286,0.941,0.725,"1","MPHOSPH9"
0.701,0.593810426857505,0.402,0.856936467181267,1,0.977,"1","ATP5L"
0.701,0.338741948745171,0.402,0.49163679319856,0.985,0.734,"1","WEE1"
0.867,1.2803532404816,0.734,1.88382267489802,0.968,0.357,"2","LRP2"
0.867,1.1836575188773,0.734,1.76427560348311,1,0.973,"2","PTMAP5"
0.853,1.58372266288243,0.706,2.28714405017029,1,0.69,"2","BCAT1"
0.852,1.36688009806737,0.704,1.97322193603218,1,0.874,"2","RBBP7"
0.849,0.963385912762665,0.698,2.53427419397278,0.937,0.378,"2","HSP90AB2P"
0.848,1.17857327679436,0.696,1.7004040233624,1,0.989,"2","H2AFZ"
0.848,1.76808932732311,0.696,2.55103267462342,1,0.933,"2","SNRPE"
0.847,1.29906773203728,0.694,1.87516671515164,1,0.901,"2","SMS"
0.846,0.926450672542242,0.692,1.34152989580676,1,0.975,"2","RPL21P119"
0.842,1.54631771292351,0.684,2.23157588831871,1,0.973,"2","PTGES3"
0.841,1.00452692956251,0.682,1.46353593280818,1,0.876,"2","RPL21P28"
0.84,1.70855714139505,0.68,2.47281893110456,1,0.957,"2","SPC25"
0.84,1.55251236325895,0.68,2.57020631259476,0.81,0.148,"2","SIX3"
0.839,1.49378170394279,0.678,2.19646297058975,0.968,0.47,"2","RP11-452N17.1"
0.839,1.57698223147114,0.678,2.27596770161987,1,0.829,"2","PDCD5"
0.837,1.1006525361982,0.674,1.80362481727633,0.889,0.216,"2","TRIM71"
0.836,1.45648703939905,0.672,2.16534540002316,0.968,0.452,"2","IGDCC3"
0.835,0.915013916741504,0.67,1.32022474250202,1,0.996,"2","MORF4L1"
0.835,1.18926267998316,0.67,1.71728575626787,0.952,0.447,"2","DLK1"
0.834,0.934345134415154,0.668,1.38489610056356,1,0.858,"2","RPS3AP5"
0.833,1.21025142649814,0.666,1.7471504358803,1,0.802,"2","GNG5"
0.832,1.93323154847463,0.664,2.78958867559261,1,0.674,"2","CDK1"
0.83,1.21638262111741,0.66,1.75544097866299,1,0.649,"2","MDK"
0.829,1.29989363338225,0.658,1.87613265125528,1,0.811,"2","CCNG1"
0.829,1.2974237179476,0.658,1.88726435236693,0.968,0.497,"2","CCNA2"
0.828,2.09422023892863,0.656,3.20257071357904,0.825,0.211,"2","LIN28A"
0.827,1.44304144055283,0.654,2.08306587406529,0.984,0.544,"2","GPC3"
0.823,0.82065249058537,0.646,1.18677159529977,1,0.975,"2","RP11-572P18.1"
0.822,1.17877345005283,0.644,1.70201498713936,1,0.771,"2","TSPAN6"
0.822,1.53750239271505,0.644,2.22105204029144,0.984,0.62,"2","ECT2"
0.822,1.43819150335455,0.644,2.07578963265705,0.952,0.488,"2","RP11-809N8.5"
0.82,1.33792155984803,0.64,1.93258709047642,1,0.596,"2","MAD2L1"
0.82,1.26245037853884,0.64,1.82306921573392,0.984,0.746,"2","CKAP2"
0.818,1.07318864250646,0.636,1.54860902564015,1,0.858,"2","TMSB15A"
0.818,1.17074139784251,0.636,1.71431146779452,0.968,0.521,"2","DHFR"
0.817,2.22849925762247,0.634,3.2219275572747,0.921,0.515,"2","NCAPG"
0.817,0.853979940153372,0.634,1.99450114814192,0.905,0.373,"2","RP11-312J18.5"
0.816,0.849838356664172,0.632,1.22874024358733,1,0.834,"2","PHF6"
0.816,1.23964599112593,0.632,1.79653778322265,1,0.461,"2","CKS1BP3"
0.816,1.34326225511962,0.632,1.97075999802485,0.825,0.213,"2","SALL4"
0.816,0.386891115539298,0.632,0.558221502283082,1,0.708,"2","NNAT"
0.816,1.20186820709467,0.632,1.7381691306235,1,0.598,"2","MIS18BP1"
0.816,1.22855172316497,0.632,1.78109103013138,1,0.461,"2","RP11-192N10.2"
0.816,0.993312657484932,0.632,2.01093065793984,0.937,0.425,"2","MORF4L1P1"
0.815,0.846503010017875,0.63,1.22668699880458,0.952,0.49,"2","PTGR1"
0.815,0.775333319814705,0.63,1.12389748422422,1,0.975,"2","RPL21P75"
0.815,0.806492421973347,0.63,1.17254037246495,0.905,0.301,"2","MND1"
0.815,1.01956401298269,0.63,1.5577789700197,1,0.845,"2","RP13-104F24.2"
0.813,0.771305000039279,0.626,1.26712716004673,1,0.773,"2","RPL3P2"
0.813,1.04597560498879,0.626,1.51134139815209,1,0.834,"2","GMPS"
0.811,1.01519181992205,0.622,1.4724428837859,0.921,0.396,"2","HJURP"
0.811,1.19113212647562,0.622,1.72418256493849,1,0.676,"2","USP1"
0.81,1.40355577313942,0.62,2.06609935151467,0.921,0.396,"2","XRCC2"
0.81,1.4236509936336,0.62,2.05812784008939,0.984,0.609,"2","CENPU"
0.809,1.77302402936441,0.618,2.57021045523046,0.905,0.461,"2","CEP162"
0.809,0.901844610437629,0.618,1.31343422359075,0.952,0.44,"2","CCND1"
0.808,1.05832357148795,0.616,1.52987420303432,1,0.634,"2","DBF4"
0.808,0.998129419622454,0.616,1.46151272550852,0.937,0.344,"2","CTB-36O1.4"
0.807,1.11131002574212,0.614,1.60527282504471,1,0.87,"2","SNRPB"
0.806,1.10240320737488,0.612,1.62360722040655,0.841,0.29,"2","NEIL3"
0.806,0.81692116904763,0.612,1.19021646365184,0.889,0.337,"2","NKAIN4"
0.806,0.909848557767653,0.612,1.31266826442523,1,0.998,"2","CALM2"
0.806,0.649063551161272,0.612,0.951661529887444,1,0.98,"2","HNRNPA1P48"
0.805,1.73659689159811,0.61,2.52057515876522,0.825,0.339,"2","FANCB"
0.805,0.954259942058892,0.61,1.37693500995548,0.984,0.573,"2","UBE2C"
0.805,1.0720939469606,0.61,1.55504647122741,0.905,0.479,"2","RRM2"
0.804,0.596989505923762,0.608,0.887612652214013,0.921,0.337,"2","LIN28B"
0.804,1.17717632602652,0.608,1.70092407556795,0.984,0.616,"2","GMNN"
0.804,0.866960862858241,0.608,1.25208062626243,0.952,0.402,"2","MGST1"
0.804,0.222089995033931,0.608,1.30977738127274,1,0.387,"2","EEF1A1P14"
0.803,0.681727315413726,0.606,0.983906185788237,1,0.998,"2","MTRNR2L12"
0.802,0.718504984460024,0.604,1.08643680688603,1,0.906,"2","AC021224.1"
0.802,1.88626198709007,0.604,2.72454042075627,0.921,0.485,"2","DLGAP5"
0.801,1.40552994719461,0.602,2.03397967289817,0.952,0.524,"2","RPA3"
0.801,0.965236360066128,0.602,1.39345382623862,1,0.766,"2","PPA2"
0.801,0.885824260373848,0.602,1.29563454185343,0.937,0.481,"2","FAM161A"
0.801,1.87304265189923,0.602,2.72936590833755,0.873,0.357,"2","NAALAD2"
0.8,0.904322710647923,0.6,1.30646728597024,1,0.906,"2","DEK"
0.8,1.07173260947483,0.6,1.56490481947104,0.968,0.436,"2","PRTG"
0.8,0.444325903366801,0.6,0.641629461400893,1,0.998,"2","RPL18AP3"
0.8,1.25188964122894,0.6,2.08587825289655,0.825,0.222,"2","RP11-390K5.1"
0.8,1.11808740534832,0.6,1.61880241748511,1,0.681,"2","ASPM"
0.8,0.91813980738745,0.6,1.33145408026393,0.937,0.488,"2","CDC7"
0.798,1.1307089264783,0.596,1.64209601068878,0.937,0.467,"2","FBXO5"
0.798,1.89317843969409,0.596,2.74542834597382,0.81,0.303,"2","HMMR"
0.798,1.16063380887566,0.596,1.67458570481348,1,0.948,"2","KPNA2"
0.798,1.2399041072533,0.596,1.79782575050721,0.952,0.499,"2","BRCA2"
0.798,0.999454018259756,0.596,1.45391023702769,0.937,0.474,"2","KIF11"
0.796,0.831072936631559,0.592,1.20177910607908,0.984,0.645,"2","LSM4"
0.796,0.998851741901581,0.592,1.44757463661496,0.952,0.427,"2","BRCA1"
0.795,0.550174346125696,0.59,0.809514395013302,0.952,0.449,"2","ZIK1"
0.793,1.39647936262508,0.586,2.03720831624004,0.857,0.402,"2","LRRCC1"
0.793,0.72174557874458,0.586,1.04449210272733,0.905,0.44,"2","BUB1B"
0.791,1.03965490263431,0.582,1.51393842604712,1,0.807,"2","SUMO2P1"
0.791,0.09081680445441,0.582,0.638815546977596,0.857,0.272,"2","RP11-3P17.4"
0.791,0.9590428899662,0.582,1.38398238055732,1,0.953,"2","SNRPG"
0.791,1.46220805795213,0.582,2.15872532426012,0.714,0.148,"2","CHTF18"
0.791,0.663406011310847,0.582,0.969689231249762,0.889,0.342,"2","CDCA5"
0.791,0.582842822471135,0.582,1.13044199995888,0.984,0.413,"2","RP11-16F15.2"
0.79,0.517787256870143,0.58,0.93642124351471,1,0.847,"2","HNRNPA1P4"
0.79,1.42639791815228,0.58,2.06173415409349,0.937,0.757,"2","PFDN4"
0.79,0.739880723016974,0.58,1.11501852812056,1,0.96,"2","TUBAP2"
0.79,0.799738915316798,0.58,1.17325512821473,0.937,0.476,"2","CLSPN"
0.789,0.895106424389187,0.578,1.33713504809165,0.984,0.546,"2","HMGA1"
0.789,0.762173184001747,0.578,1.12849310006795,0.984,0.721,"2","CTB-36O1.7"
0.789,0.478262187798043,0.578,0.693623676032296,0.952,0.499,"2","KIAA1524"
0.789,1.52615010495565,0.578,2.20860074023349,0.873,0.434,"2","SGOL1"
0.789,1.00959491714169,0.578,1.45801741935676,1,0.67,"2","PCNA"
0.789,1.10083828850753,0.578,1.5888192914397,1,0.584,"2","RP11-546D6.3"
0.789,0.921021805293829,0.578,1.3900898259108,0.889,0.351,"2","ILDR2"
0.788,1.01940792074313,0.576,1.47332739148522,0.968,0.537,"2","CENPK"
0.788,0.204665961408755,0.576,0.947944717089732,1,0.993,"2","RP3-323A16.1"
0.788,2.57205147485163,0.576,3.73336923642419,0.794,0.409,"2","RP11-227G15.3"
0.788,0.930134613684335,0.576,1.38368101984744,0.937,0.58,"2","SKIDA1"
0.787,1.02275831222595,0.574,1.49020388650054,1,0.807,"2","RP1-241P17.4"
0.787,0.859652013829248,0.574,1.3238185707215,0.762,0.173,"2","FEZF1"
0.787,0.985502981389436,0.574,1.43002443317645,0.984,0.663,"2","SCUBE3"
0.787,0.475032081123748,0.574,0.695592652139636,0.921,0.402,"2","SLC16A14"
0.787,0.712492406201114,0.574,1.07898678852162,1,0.822,"2","CTD-2192J16.15"
0.787,0.935832123927828,0.574,1.35268059765443,1,0.735,"2","C11orf31"
0.787,1.90099039734528,0.574,2.76144358412032,0.825,0.366,"2","DEPDC1"
0.787,1.20579462908094,0.574,1.74363657393689,1,0.978,"2","ITGB3BP"
0.786,0.661188359727241,0.572,0.972185842378136,1,0.975,"2","RPL7P23"
0.786,0.562265428809376,0.572,0.815539620198267,0.937,0.429,"2","LIG1"
0.785,0.809097583078386,0.57,1.1719949901351,0.873,0.438,"2","DEPDC1B"
0.785,1.28512822051396,0.57,1.88007036789419,0.984,0.802,"2","CTD-2256P15.4"
0.785,0.539368776816889,0.57,0.78891255101641,0.873,0.31,"2","LINC01224"
0.785,0.669344229207242,0.57,0.975273763416379,0.81,0.303,"2","HAUS4"
0.784,1.06046327650585,0.568,1.53132493969175,1,0.822,"2","TRIM59"
0.784,1.3547872610497,0.568,1.95907011395088,0.921,0.6,"2","MBIP"
0.783,1.66208223998015,0.566,2.40547451676225,0.921,0.539,"2","DTWD1"
